kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation,reliability_score
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata,11.235359,78.8536,0.7592592592592593,0.5607476635514018,0.7073170731707317,0.1634682728673483,0.5767441860465117,0.7366666666666667,0.3541666666666667,0.6785714285714286,0.7234848484848485,0.581151832460733,0.8127090301003345,0.0726048976084777,0.0390561432058584,0.024390243902439,0.3671875,0.0503508047874535,0.048780487804878,0.0232683982683982,0.0131551901336074,0.0605997619092609,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.3269934162399415,0.7627100008537279
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,29.285374,79.347964,0.9495798319327732,0.4642857142857143,0.6086956521739131,0.2293822051433638,0.8425655976676385,0.8792756539235412,0.3402985074626866,0.8568232662192393,0.8875,0.8814102564102564,0.9232456140350878,0.1100858644111239,0.0678733031674208,0.1276595744680851,0.2781954887218045,0.0765260722548496,0.1094527363184079,0.0362834027948026,0.0414151925078043,0.0718073957972625,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0600505689001264,0.7691631862692849
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna spectabilis,13.015929,77.637862,0.8491620111731844,0.5526315789473685,0.75,0.1492641906096706,0.7236024844720497,0.806,0.3459302325581395,0.8100961538461539,0.8491379310344828,0.7465753424657534,0.8747252747252747,0.1125223904901481,0.0591526778577138,0.0128205128205128,0.3511450381679389,0.0769386106623586,0.044280442804428,0.0409377186843946,0.0141800246609124,0.0830680647879412,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1713751169317118,0.7645338946921724
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,18.475267,73.843007,0.5670391061452514,0.6140350877192983,0.3333333333333333,0.7336012054244099,0.6118012422360248,0.48,0.7151162790697675,0.5769230769230769,0.540948275862069,0.6335616438356164,0.4791208791208791,0.1019377951473701,0.039568345323741,0.3205128205128205,0.0610687022900763,0.0527059773828756,0.3653136531365313,0.0479356193142057,0.0330935251798561,0.1167259619885778,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.2985968194574369,0.7834807598828939
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum tenuiflorum,16.866572,79.56896,0.9122137404580152,0.2803738317757009,0.7333333333333333,0.0864273927392739,0.6724137931034483,0.8940886699507389,0.1693811074918566,0.863849765258216,0.8438438438438438,0.76953125,0.9497354497354498,0.3762426455670521,0.5219167904903418,0.0,0.8153846153846154,0.4625465376023827,0.0,0.1426123381568926,0.0016440608302507,0.2978437697757335,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0248801643460397,0.7713829042496225
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,13.011673,80.129828,0.9188311688311688,0.6111111111111112,0.3877551020408163,0.3774334140435835,0.9655172413793104,0.7555555555555555,0.6644951140065146,0.8644859813084113,0.7367021276595744,0.926070038910506,0.8503740648379052,0.1124050632911392,0.1263001485884101,0.0208333333333333,0.6615384615384615,0.1273268801191362,0.0572916666666666,0.0329398324447829,0.0022605836415947,0.085737598916156,0.7590361501156876,0.7228915496529372,0.6666666666666666,0.3846153846153846,0.0688124306326304,0.771734949950751
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus,12.965081,80.236404,0.9211267605633804,0.5714285714285714,0.5,0.2898063200815494,0.8950437317784257,0.8205645161290323,0.4850299401197604,0.8523489932885906,0.8375,0.896774193548387,0.8947368421052632,0.0902217095988722,0.0715754833401892,0.0638297872340425,0.4887218045112781,0.0898661567877629,0.0656565656565656,0.0348124540328511,0.0054921841994085,0.0525037437452061,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0924462705436156,0.7682042071561059
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna occidentalis,22.990025,87.007837,0.6368715083798883,0.3333333333333333,0.25,0.4912403644008409,0.5559006211180124,0.566,0.5377906976744186,0.7427884615384616,0.6336206896551724,0.5958904109589042,0.5956043956043956,0.3440807686044618,0.2090327737809752,0.3205128205128205,0.4045801526717557,0.2566639741518578,0.6346863468634686,0.2526242127361791,0.0729701952723535,0.3233545548169647,0.9156626180703354,0.0,0.6666666666666666,0.0,0.3360149672591206,0.7856773168568753
Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Xantolis,Xantolis tomentosa,13.398099,75.725963,0.8711484593837535,0.4464285714285714,0.7916666666666666,0.1159519390446419,0.7317784256559767,0.8611670020120724,0.2537313432835821,0.8040089086859689,0.88125,0.7660256410256411,0.8997821350762527,0.0529870624048706,0.0500365230094959,0.0212765957446808,0.3777777777777777,0.0320163487738419,0.0646766169154228,0.0319943121222893,0.0116545265348595,0.049632098803361,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1112515802781289,0.7692702555004634
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna alata,12.071951,75.228469,0.8997214484679665,0.3596491228070175,0.8163265306122449,0.0836886465047099,0.7129629629629629,0.894,0.2122093023255813,0.8302325581395349,0.8993576017130621,0.7751677852348994,0.9428571428571428,0.1373456790123456,0.0737639553429027,0.1025641025641025,0.2740740740740741,0.0797261928729615,0.1143911439114391,0.0427189682966147,0.0369913686806411,0.152322207490248,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0893648449039881,0.7709942483432447
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,Evolvulus nummularius,10.517011,76.228084,0.952513966480447,0.2456140350877192,0.875,0.0759835819401341,0.7314814814814815,0.96,0.1337209302325581,0.8601398601398601,0.9549356223175964,0.839041095890411,0.9802197802197802,0.4686394339015761,0.297761790567546,0.0256410256410256,0.4812030075187969,0.3754038772213247,0.1402214022140221,0.1200894282976684,0.3890258939580764,0.3359989653611536,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0041159962581852,0.7737734233452048
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha gossypiifolia,11.282461,76.949693,0.8519553072625698,0.543859649122807,0.7708333333333334,0.1440482169763937,0.7204968944099379,0.81,0.3372093023255814,0.8125,0.8512931034482759,0.7465753424657534,0.8769230769230769,0.0998208760788145,0.0567545963229416,0.0256410256410256,0.3740458015267175,0.0704765751211631,0.029520295202952,0.0374387683694891,0.014388489208633,0.0834659676060294,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1715622076707203,0.7650519440723771
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Isachne,Isachne albens,26.75,83.91667,0.0,0.7981651376146789,0.4545454545454545,0.5146237576904874,0.0,0.0,0.6446991404011462,0.3676092544987147,0.0,0.0,0.0086455331412103,0.0339918651946542,0.030628694250403,0.025,0.5307692307692308,0.0300154491282277,0.0327272727272727,0.0670545857578276,0.0033003300330033,0.0602694443910595,0.9156626180703354,0.0,0.6666666666666666,0.0,1.0,0.8414255020867318
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,29.987,78.167,0.7890173410404624,0.3944954128440367,0.52,0.2199244570349386,0.6615853658536586,0.7483870967741936,0.3525835866261398,0.7729257641921398,0.6868686868686869,0.7087378640776699,0.7968397291196389,0.1317533641293432,0.1117216117216117,0.0975609756097561,0.4198473282442748,0.1170731707317073,0.0784313725490196,0.059577677224736,0.0099958350687213,0.1285291579336703,0.7590361501156876,0.7831325121240154,0.3333333333333333,0.7692307692307693,0.2107250755287009,0.7617314565194069
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,23.193142,72.620745,0.8396946564885496,0.6915887850467289,0.3333333333333333,0.554352310231023,0.896551724137931,0.625615763546798,0.7361563517915309,0.9154929577464788,0.921921921921922,0.875,0.7222222222222222,0.1073240008115236,0.1281575037147102,0.0697674418604651,0.676923076923077,0.1246463142218912,0.1861702127659574,0.0803503427265803,0.0098643649815043,0.0804457546805784,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0422278018717187,0.7760456067813054
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Pedalium,Pedalium murex,16.181269,77.339798,0.9348958333333334,0.616822429906542,0.44,0.3804670126019273,0.9065420560747663,0.7716981132075472,0.6203703703703703,0.88,0.7996108949416343,0.9331210191082804,0.8624229979466119,0.1968258907733001,0.1641277641277641,0.0227272727272727,0.5793650793650794,0.1857386848847139,0.1236559139784946,0.0796992481203007,0.0086462450592885,0.1245578932476404,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.0250761239476983,0.7766255729850082
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Salvadoraceae,Salvadora,Salvadora persica,26.793497,70.689987,0.9415041782729804,0.7368421052631579,0.6326530612244898,0.2591968269707486,0.9197530864197532,0.808,0.5319767441860465,0.8744186046511628,0.8993576017130621,0.8993288590604027,0.9164835164835164,0.0895061728395061,0.0721690590111642,0.0128205128205128,0.5111111111111111,0.0825447956512985,0.033210332103321,0.0360021493820526,0.0063707357172215,0.0430622009569378,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.0854874446085672,0.7817977415849561
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,13.082644,80.270718,0.5642458100558659,0.3157894736842105,0.4583333333333333,0.3653440482169764,0.3354037267080745,0.554,0.3488372093023256,0.6826923076923077,0.5301724137931034,0.4520547945205479,0.5736263736263736,0.3575964826575476,0.2322142286171063,0.0641025641025641,0.5190839694656488,0.2905896607431341,0.1402214022140221,0.5104968509447166,0.0088386433710174,0.367123864806666,0.6144578057149449,0.6265059867191088,0.6666666666666666,0.6923076923076923,0.3590271281571562,0.7649409318821466
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,32.457161,75.406901,0.9212962962962964,0.2149532710280373,0.951219512195122,0.0170581655480984,0.5663716814159292,0.967741935483871,0.0659722222222222,0.7912457912457912,0.8721804511278195,0.6994818652849741,0.9866220735785952,0.4615494773020192,0.2701383238405207,0.4878048780487805,0.34375,0.3598844407758976,0.6524390243902439,0.1471861471861472,0.3037402383888203,0.3093101037395362,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0067785668173014,0.7812524691289942
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea quamoclit,26.528277,89.067642,0.9557291666666666,0.7009345794392523,0.46,0.3512787249814677,0.9937888198757764,0.8037735849056604,0.6358208955223881,0.8507462686567164,0.8346303501945526,0.9654088050314464,0.9014373716632444,0.108926780341023,0.1191348973607038,0.1363636363636363,0.6825396825396826,0.1225968648328896,0.1179487179487179,0.032057326041863,0.0048584706379383,0.0749027984816585,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.0406591438294823,0.7824215701053538
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,Torenia,Torenia crustacea,10.068712,76.338419,0.8697788697788698,0.4495412844036697,0.3939393939393939,0.2659718462371413,0.7212276214833759,0.757071547420965,0.3303769401330377,0.8888888888888888,0.79421768707483,0.837465564738292,0.833922261484099,0.2315193457061969,0.1537554069996067,0.160919540229885,0.2977099236641221,0.1645746164574616,0.2406779661016949,0.2109654350417163,0.0158240854911631,0.2328498011912807,0.6144578057149449,0.6024096247107811,0.6666666666666666,0.3846153846153846,0.017220172201722,0.7593773160998475
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus robusta,30.316667,78.033333,0.8206388206388207,0.6605504587155964,0.3484848484848485,0.3670817541959935,0.8147138964577657,0.6955074875207987,0.5033259423503326,0.8377777777777777,0.7278911564625851,0.8238805970149253,0.7667844522968198,0.1909542428405368,0.222002374356945,0.1724137931034483,0.6615384615384615,0.2109691492676846,0.3423728813559322,0.1403788634097706,0.0260994656802301,0.1698567262179865,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0949448661033939,0.7607200907891201
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mundulea,Mundulea sericea,16.39273,78.75273,0.872093023255814,0.5688073394495413,0.423728813559322,0.2424100449775112,0.8126801152737753,0.7849686847599165,0.4297994269340974,0.7791563275434243,0.8317307692307693,0.819935691318328,0.8601398601398601,0.0948905109489051,0.0727848101265822,0.0114942528735632,0.4923076923076923,0.0883821932681867,0.0305084745762711,0.028539761706844,0.0101732196865548,0.0486759675621661,0.9156626180703354,0.0,0.6666666666666666,0.0,0.1520436927413671,0.785519963945287
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium pratense,34.073565,74.805221,0.8011204481792717,0.6160714285714286,0.3695652173913043,0.5086215390678884,0.8163265306122449,0.6659959758551308,0.6298507462686567,0.854586129753915,0.6729166666666667,0.8076923076923077,0.7171052631578947,0.1669870562604126,0.1505553270259152,0.2340425531914893,0.4962406015037593,0.1573233671471792,0.527363184079602,0.1252758028928659,0.0310093652445369,0.1368896826987916,0.6024096247107811,0.6144578057149449,1.0,0.2307692307692307,0.0862831858407079,0.771766834069661
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia acuminata,19.875925,82.94401,0.8949579831932774,0.4953271028037383,0.3414634146341463,0.3922699386503067,0.7857142857142857,0.7272727272727273,0.5218855218855218,0.8888888888888888,0.6710963455149501,0.8385650224215246,0.8162650602409639,0.1936579841449603,0.1223510595761695,0.1162790697674418,0.4538461538461538,0.1773150020218358,0.1861702127659574,0.093682505399568,0.0084258117550349,0.133246686680823,0.7590361501156876,0.7228915496529372,0.6666666666666666,0.3846153846153846,0.018857303687025,0.7614416155467469
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pithecellobium,Pithecellobium dulce,17.4304,78.543827,0.936117936117936,0.6146788990825688,0.4393939393939394,0.2057390362750406,0.9104859335038364,0.8336106489184693,0.3924611973392461,0.8444444444444444,0.8656462585034014,0.9146005509641874,0.9169611307420494,0.0804236132955856,0.0672434132913881,0.0344827586206896,0.4885496183206106,0.0753138075313807,0.0542372881355932,0.0299960270162892,0.0061652281134401,0.0463153593487246,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.070110701107011,0.7707634693744374
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,16.128438,78.354319,0.851145038167939,0.794392523364486,0.3777777777777777,0.551980198019802,0.9241379310344828,0.6231527093596059,0.7654723127035831,0.9107981220657276,0.6066066066066066,0.9019607843137256,0.7328042328042328,0.0506187867721647,0.076151560178306,0.0465116279069767,0.823076923076923,0.0683544303797468,0.0744680851063829,0.0447448591012947,0.0036991368680641,0.0329994289154023,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0849121205204291,0.7823747933850732
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Celosia,Celosia argentea,12.355475,76.451574,0.8816901408450705,0.7053571428571429,0.3478260869565217,0.6080402010050251,0.9212827988338192,0.6680080482897385,0.7343283582089553,0.9351230425055927,0.8333333333333334,0.9423076923076924,0.75,0.0557477893118031,0.0662278897573015,0.0638297872340425,0.7443609022556391,0.0741873804971319,0.0945273631840796,0.0458445697474871,0.0048584706379383,0.0570814120906158,0.9518072185330858,0.9638553995372496,0.6666666666666666,0.3846153846153846,0.0399810366624525,0.7831332896301997
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus arvensis,28.630826,77.263768,0.935933147632312,0.131578947368421,0.9183673469387756,0.0435299950421417,0.6574074074074074,0.958,0.066860465116279,0.8697674418604651,0.9164882226980728,0.7953020134228188,0.9736263736263736,0.1337873022231123,0.0790051207022677,0.2948717948717949,0.1851851851851851,0.0753798495353297,0.3210332103321033,0.0502635542168674,0.0591861898890258,0.1098571164624006,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0173559822747415,0.7825899730986032
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Sieruela,Sieruela rutidosperma,8.607211,76.93676,0.9821882951653944,0.4621848739495798,0.6176470588235294,0.1294139569551849,0.828169014084507,0.9240986717267552,0.2685714285714285,0.8747346072186837,0.9397590361445785,0.8794117647058823,0.9795501022494888,0.061448062941938,0.0590594239883339,0.05,0.4674556213017751,0.0458958517210944,0.0490196078431372,0.0251595944423582,0.0276967930029154,0.0381041749992308,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0294117647058823,0.7737084291086195
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum turgidum,20.9,70.36,0.9047619047619048,0.6696428571428571,0.2941176470588235,0.5096467517942026,0.945288753799392,0.7106796116504854,0.7011494252873564,0.913978494623656,0.8808080808080808,0.9225806451612903,0.7966101694915254,0.096841685762678,0.1083941605839416,0.0111111111111111,0.7397260273972602,0.1139240506329113,0.0326797385620915,0.020293122886133,0.0068721366097459,0.0670433202992702,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0171827794561933,0.7797383559650057
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Debregeasia,Debregeasia longifolia,12.827013,80.051063,0.910941475826972,0.6722689075630253,0.3088235294117647,0.5163514394856983,0.9380281690140844,0.7077798861480076,0.7057142857142857,0.9087048832271762,0.8714859437751004,0.9264705882352942,0.7995910020449898,0.0992928991136341,0.1104629967189208,0.0111111111111111,0.757396449704142,0.1131215063253898,0.0424836601307189,0.0758542996620353,0.0095793419408579,0.0676706765529335,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0217993079584775,0.779271930587695
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes aspera,15.314757,76.452162,0.9033613445378152,0.3738317757009345,0.5853658536585366,0.1431901840490797,0.6587301587301587,0.8368983957219251,0.2760942760942761,0.8638888888888889,0.7973421926910299,0.757847533632287,0.9096385542168676,0.5171291053227633,0.5941623350659736,0.0,0.8615384615384616,0.6235341690254751,0.0,0.1671166306695464,0.0004110152075626,0.3107380830343413,0.7951806931281792,0.8192771125867657,0.6666666666666666,0.7692307692307693,0.0118209963411201,0.7724533056917925
Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Curcuma,Curcuma longa,29.965121,76.839483,0.8411458333333334,0.6822429906542056,0.42,0.507227575982209,0.84472049689441,0.6849056603773584,0.6805970149253732,0.8507462686567164,0.9085603112840468,0.8490566037735849,0.7494866529774127,0.1583751253761283,0.1836510263929618,0.1818181818181818,0.7301587301587301,0.1830819284235433,0.3333333333333333,0.1204978314161795,0.0217574989438107,0.1387407600928216,0.7710843311198514,0.8313252935909295,0.6666666666666666,0.6923076923076923,0.0655561526061257,0.7686263228424538
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna occidentalis,18.051906,83.42433,0.8050139275766016,0.6403508771929824,0.3877551020408163,0.5306891422905304,0.808641975308642,0.64,0.6715116279069767,0.8741258741258742,0.8755364806866953,0.8231292517006803,0.7142857142857143,0.2543661971830986,0.2466027178257394,0.141025641025641,0.706766917293233,0.284329563812601,0.3431734317343173,0.1867275658248253,0.0252774352651048,0.1967046066292394,0.9638553995372496,0.9759036379916722,0.6666666666666666,0.6923076923076923,0.1122087604846225,0.7688153885686109
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,Adenanthera pavonina,22.4,88.49,0.8543417366946778,0.3303571428571428,0.7916666666666666,0.0789293738399921,0.673469387755102,0.8631790744466801,0.191044776119403,0.7817371937639198,0.86875,0.7339743589743589,0.912280701754386,0.6182497452734066,0.8314285714285714,0.0212765957446808,0.7969924812030075,0.7586724482988659,0.044776119402985,0.0461538461538461,0.8189386056191468,0.6597736764111545,0.5783132627024533,0.5783132627024533,0.6666666666666666,0.3846153846153846,0.0567319848293299,0.7932526072033297
